rows,dim,dtype,format,warps,trial,had_ms,fused_ms
8192,256,1,1,4,1,0.00425984,0.0123358
8192,256,1,1,2,1,0.00445781,0.0127249
8192,256,1,1,1,1,0.00556373,0.0150801
8192,256,1,1,1,2,0.00556373,0.0150735
8192,256,1,1,2,2,0.00447147,0.0127311
8192,256,1,1,4,2,0.00425301,0.0123085
8192,256,1,1,8,2,0.00430763,0.0122402
8192,256,1,1,16,2,0.00462165,0.0129024
8192,256,2,0,1,0,0.00562517,0.00656725
8192,256,2,0,2,0,0.00447147,0.00588437
8192,256,2,0,4,0,0.00425963,0.00576171
8192,256,2,0,8,0,0.00430784,0.00557739
8192,256,2,0,16,0,0.00463531,0.00589824
8192,256,2,0,16,1,0.00464213,0.00589781
8192,256,2,0,8,1,0.00430805,0.00558421
8192,256,2,0,4,1,0.00426027,0.00576171
8192,256,2,0,2,1,0.00446464,0.00588459
8192,256,2,0,1,1,0.00556373,0.00656043
8192,256,2,0,1,2,0.00556373,0.00656043
8192,256,2,0,2,2,0.00446464,0.00588459
8192,256,2,0,4,2,0.00425301,0.00576171
8192,256,2,0,8,2,0.0043008,0.00557739
8192,256,2,0,16,2,0.00463531,0.00589824
8192,256,2,1,1,0,0.00556352,0.0151142
8192,256,2,1,2,0,0.00446464,0.0127044
8192,256,2,1,4,0,0.00425301,0.0123221
8192,256,2,1,8,0,0.00429397,0.0121852
8192,256,2,1,16,0,0.00464213,0.0128546
8192,256,2,1,16,1,0.00463531,0.0128683
8192,256,2,1,8,1,0.00431445,0.0121924
8192,256,2,1,4,1,0.00424597,0.012329
8192,256,2,1,2,1,0.00447147,0.0127117
8192,256,2,1,1,1,0.00555691,0.0151006
8192,256,2,1,1,2,0.00555691,0.0150801
8192,256,2,1,2,2,0.00447147,0.0127181
8192,256,2,1,4,2,0.00425984,0.0123358
8192,256,2,1,8,2,0.00429397,0.0121583
8192,256,2,1,16,2,0.00464213,0.012841
8192,512,1,0,1,0,0.00762539,0.0107793
8192,512,1,0,2,0,0.00743424,0.00994645
8192,512,1,0,4,0,0.00725632,0.00965973
8192,512,1,0,8,0,0.00750251,0.00951637
8192,512,1,0,16,0,0.00794624,0.0102537
8192,512,1,0,16,1,0.00792576,0.0102537
8192,512,1,0,8,1,0.00748203,0.00952384
8192,512,1,0,4,1,0.00724309,0.00965291
8192,512,1,0,2,1,0.00744789,0.00993963
8192,512,1,0,1,1,0.00764587,0.0108066
8192,512,1,0,1,2,0.00764587,0.0107725
8192,512,1,0,2,2,0.00744789,0.00993963
8192,512,1,0,4,2,0.00733184,0.00964608
8192,512,1,0,8,2,0.00750251,0.00951637
8192,512,1,0,16,2,0.00794624,0.0102537
8192,512,1,1,1,0,0.00763221,0.0215313
8192,512,1,1,2,0,0.00744789,0.0203981
